id,osmId,name,addrCity,addrPostcode,addrStreet,addrHousenumber,phone,coordinates
resturant798,node/11989730056,La Baita,Ronzo-Chienis,38060,Via Case Sparse,63,,"[10.9746652, 45.8982225]"
resturant799,node/12034079212,LATMOR ALM,Welschnofen,39056,Karerseestraße,128,,"[11.594235, 46.3969516]"
resturant800,node/12041562850,Caprizza,Trento,38122,Via Roma,50,,"[11.1201206, 46.0694633]"
resturant801,node/12056738271,Pizzeria Goldenes Rössl,Brixen - Bressanone,39042,Brennerstraße - Via Brennero,3a,,"[11.6558774, 46.7195841]"
resturant802,node/12061001018,La Movida,Mori,38065,Via del Garda,85,,"[10.9678279, 45.853213]"
resturant803,node/12062816168,Kebab Pizza Fortegga,Franzensfeste - Fortezza,39045,Brennerstraße - Via Brennero,5,,"[11.6120578, 46.7871225]"
resturant804,node/12070335205,Cappelletti,Folgaria,38064,Via del Parco,55,,"[11.1613071, 45.91977]"
resturant805,node/12112765937,Malga San Giovanni al Monte,Arco,38062,Località S. Giovanni,1,,"[10.8894541, 45.9725228]"
resturant806,node/12144419712,Pizza Viva,Sterzing - Vipiteno,39049,Michael-Gaismair-Siedlung - Rione Michael Gaismair,2,,"[11.4292389, 46.8911624]"
resturant807,node/12192635727,Locale tipico Sorne,Sorne,38060,Via San Carlo,8,,"[10.9519003, 45.8062428]"
resturant808,node/12265635488,Hotel Lago Smeraldo,Fondo,38013,Via Lago Smeraldo,12,,"[11.1417326, 46.4437512]"
