Comune;Provincia;Categoria;Denominazione struttura;Indirizzo;Frazione;CAP;Telefono;FAX;Indirizzo posta elettronica;Sito internet;Denominazione ente annuario;Tipologia alberghiera;Tipologia servizio;Codice esercizio ricettivo;Partita IVA;Codice localita;Altitudine;Numero unita;Numero posti letto;Prezzo massimo letto aggiunto;Tipologia unita;Posti letto;Prezzo;Prezzo massimo consumazione pasto;Codice;Servizi;Denominazione dipendenza;Comune dipendenza;Frazione dipendenza;Indirizzo dipendenza;Categoria dipendenza;Prezzo massimo letto aggiunto dipendenza;Prezzo massimo consumazione pasto dipendenza;Tipologia unita dipendenza;Posti letto dipendenza;Prezzo dipendenza
ARCO;TRENTO;1-stella;AURORA;VIA SANTONI, 58;;38062;0464-512307;0464-512307;aurorarco@yahoo.it;;A.P.T. GARDA TRENTINO;albergo;pensione-completa;1128000;2356440228;325;91;5;10;20.00;camera-con-bagno;2;80.00;17.00;STANN43;Terrazza o giardino solarium;;;;;;;;;;
ARCO;TRENTO;1-stella;CATTOI;VIALE ROVERETO, 64;VIGNOLE;38062;0464-517070;0464-517070;info@albergocattoi.net;www.albergocattoi.net;A.P.T. GARDA TRENTINO;albergo;pensione-completa;1165495;34200220;8530;120;16;25;25.00;camera-senza-bagno;1;35.00;20.00;STANN14.piscina-scoperta;Piscina scoperta;;;;;;;;;;
ARCO;TRENTO;1-stella;GARDEN;FRAZIONE PRABI;PRABI;38062;0464-516379;0464-517512;info@hotelgardenarco.com;www.hotelgardenarco.com;A.P.T. GARDA TRENTINO;garni;prima-colazione;1507319;302340229;50000157;91;38;72;40.00;camera-con-bagno;1;55.00;;STANN14.piscina-scoperta;Piscina scoperta;;;;;;;;;;
ARCO;TRENTO;2-stelle;HOTEL ROMA;VIA LUNGO SARCA, 14;LINFANO;38062;0464-505428;0464-505428;torboleroma@gmail.com;www.hotelromatorbole.com;A.P.T. GARDA TRENTINO;garni;prima-colazione;1131579;395930225;50000155;71;28;56;30.00;camera-con-bagno;2;90.00;;STANN14.piscina-scoperta;Piscina scoperta;;;;;;;;;;
ARCO;TRENTO;3-stelle;AL FRANTOIO;VIA GRAZIE, 22;VARIGNANO;38062;0464-518317;0464-515175;info@garnialfrantoio.it;www.garnialfrantoio.it;A.P.T. GARDA TRENTINO;garni;prima-colazione;1172964;120180229;8525;91;39;79;45.00;appartamento;;;;STANN07;Ascensore per tutti i piani;;;;;;;;;;
ARCO;TRENTO;3-stelle;AL SOLE;VIA FORO BOARIO, 5;;38062;0464-516676;0464-518585;info@soleholiday.com;www.soleholiday.com;A.P.T. GARDA TRENTINO;albergo;pensione-completa;1206607;1381850229;325;91;20;35;20.00;camera-con-bagno;1;52.00;;STANN43;Terrazza o giardino solarium;;;;;;;;;;
ARCO;TRENTO;3-stelle;BAIA AZZURRA;VIA GARDESANA, 33;LINFANO;38062;0464-505168;0464-669573;info@baia.it;www.baia-azzurra.com;A.P.T. GARDA TRENTINO;albergo;pensione-completa;1208030;1323520229;50000155;71;42;77;45.00;camera-con-bagno;1;89.00;18.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
ARCO;TRENTO;3-stelle;EVEREST;VIALE ROVERETO, 91;VIGNOLE;38062;0464-519277;0464-519280;info@hoteleverestarco.it;www.hoteleverestarco.it;A.P.T. GARDA TRENTINO;albergo;pensione-completa;1138236;651940223;8530;120;55;108;20.00;camera-con-bagno;1;70.00;52.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
ARCO;TRENTO;3-stelle;GARNI' ON THE ROCK;VIA VICOLO ERE, 23;ARCO;38062;0464-516825;0464-072036;info@garniontherock.com;www.garniontherock.com;A.P.T. GARDA TRENTINO;garni;prima-colazione;209257394;2188370221;8489;91;19;40;70.00;jr-suite;;;;STANN07;Ascensore per tutti i piani;;;;;;;;;;
ARCO;TRENTO;3-stelle;HOTEL ANGELINI;VIA GARDESANA, 19;LINFANO;38062;0464-505279;0464 505279;info@hotel-angelini.com;www.hotel-angelini.com;A.P.T. GARDA TRENTINO;albergo;pensione-completa;1318212;1424820221;50000155;71;32;60;55.00;camera-con-bagno;1;90.00;20.00;STANN14.piscina-scoperta;Piscina scoperta;;;;;;;;;;
ARCO;TRENTO;3-stelle;MARCHI;VIA FERRERA, 22;;38062;0464-517171;0464-519692;info@hotelmarchi.com;www.hotelmarchi.com;A.P.T. GARDA TRENTINO;albergo;pensione-completa;1317307;832880223;325;91;17;32;13.00;camera-con-bagno;1;56.00;16.00;STANN43;Terrazza o giardino solarium;;;;;;;;;;
ARCO;TRENTO;3-stelle;OLIVO;VIALE ROMA, 2;;38062;0464-516430;0464-514702;info@hotelolivo.it;www.hotelolivo.it;A.P.T. GARDA TRENTINO;albergo;pensione-completa;1323531;1581540224;325;91;33;62;40.00;camera-con-bagno;1;70.00;15.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
ARCO;TRENTO;3-stelle;PACE;VIA VERGOLANO, 50;;38062;0464-516398;0464-518421;info@hotelpace.net;www.hotelpace.net;A.P.T. GARDA TRENTINO;albergo;pensione-completa;1333299;1382990222;325;91;42;80;36.00;suite;;;15.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
ARCO;TRENTO;3-stelle;RESIDENCE HOTEL LA PORTA DEL CUORE;VIA STRAPPAZOCCHE, 14;;38062;0464-517799;0464-532687;info@laportadelcuore.it;www.laportadelcuore.it;A.P.T. GARDA TRENTINO;rta;solo-pernottamento;1304453;584140222;325;91;20;52;25.00;appartamento;1;85.00;;STANN07;Ascensore per tutti i piani;;;;;;;;;;
ARCO;TRENTO;3-stelle;SAN GIORGIO;VIA PASSIRONE, 2;SAN GIORGIO DI ARCO;38062;0464-521056;0464-521074;info@hotelsangiorgioriva.eu;www.hotelsangiorgioriva.eu;A.P.T. GARDA TRENTINO;albergo;pensione-completa;1208233;1157900224;8516;77;32;60;30.00;camera-con-bagno;1;90.00;20.00;STANN14.piscina-scoperta;Piscina scoperta;;;;;;;;;;
ARCO;TRENTO;3-stelle;VILLA DELLE ROSE;VIA SANTA CATERINA, 4/P;;38062;0464-519091;0464-516617;villadellerose@gardaresort.it;www.gardaresort.it;A.P.T. GARDA TRENTINO;albergo;pensione-completa;1187623;105790224;325;91;49;154;40.00;camera-con-bagno;2;130.00;20.00;STANN14.piscina-scoperta;Piscina scoperta;;;;;;;;;;
ARCO;TRENTO;3-stelle-s;PARK GARNI' IL VIGNETO;VIALE ROVERETO, 56;;38062;0464-514787;0464-515176;info@parkhotelilvigneto.com;www.parkhotelilvigneto.com;A.P.T. GARDA TRENTINO;garni;prima-colazione;1586289;1379810227;325;91;30;60;50.00;suite;2;190.00;;STANN14.piscina-scoperta;Piscina scoperta;;;;;;;;;;
ARCO;TRENTO;3-stelle-s;VILLA FRANCA;VIA LUNGO SARCA, 8;LINFANO;38062;0464-505162;0464-505788;info@hotelvillafranca.net;www.hotelvillafranca.net;A.P.T. GARDA TRENTINO;albergo;pensione-completa;1323338;2065920221;50000155;71;32;62;65.00;suite;;;20.00;STANN14.piscina-scoperta;Piscina scoperta;;;;;;;;;;
ARCO;TRENTO;4-stelle;PALACE HOTEL CITTA';VIALE ROMA, 10;;38062;0464-531100;0464-516208;info@palacehotelcitta.it;www.palacehotelcitta.it;A.P.T. GARDA TRENTINO;albergo;pensione-completa;1414998;123660227;325;91;82;157;50.00;jr-suite;;;20.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
AVIO;TRENTO;1-stella;MONTE BALDO;LOCALITA'BORGHETTO;BORGHETTO;38060;0464-689008;0464689008;albergomontebaldo@yahoo.it;www.monte-baldo.it;A.P.T. DI ROVERETO E VALLAGARINA;albergo;pensione-completa;1464615;1029750229;8534;124;22;43;20.00;camera-senza-bagno;1;40.00;30.00;STANN28;Parcheggio (assicurato per almeno il 50% delle unit� abitativa);;;;;;;;;;
AVIO;TRENTO;2-stelle;ALBERGO ALPINO;LOCALITA' VALDOMENEGAL;MADONNA DELLA NEVE;38063;0464-391569;;info@albergoalpino.tn.it;www.albergoalpino.tn.it;A.P.T. DI ROVERETO E VALLAGARINA;albergo;pensione-completa;1165614;669800229;50000184;1113;14;25;10.00;camera-senza-bagno;1;24.00;15.00;STANN43;Terrazza o giardino solarium;;;;;;;;;;
AVIO;TRENTO;2-stelle;ALBERGO VIGNOLA;VIALE A. DEGASPERI, 2;;38063;0464-685122;;info@albergovignola.it;www.albergovignolaavio.it;A.P.T. DI ROVERETO E VALLAGARINA;albergo;pensione-completa;259657933;2336130220;326;131;12;23;;appartamento;;;;STANN43;Terrazza o giardino solarium;;;;;;;;;;
BASELGA DI PINE';TRENTO;1-stella;ALBERGO RISTORANTE BAR LA SCARDOLA;VIA DEL 26 MAGGIO, 1-3;MIOLA;38042;0461-557647;0461-557647;info@ristorantelascardola.it;www.ristorantelascardola.it;A.P.T. DELL'ALTOPIANO DI PINE' E VALLE DI CEMBRA;albergo;pensione-completa;1312328;2457250229;8557;996;9;17;33.00;camera-con-bagno;1;33.00;20.00;STANN43;Terrazza o giardino solarium;;;;;;;;;;
BASELGA DI PINE';TRENTO;1-stella;GARNI' LAURA;VIA DEI PRAI, 37;MIOLA;38042;0461-553017;0461-557234;laura.tessadri@libero.it;www.garnilaura.com;A.P.T. DELL'ALTOPIANO DI PINE' E VALLE DI CEMBRA;garni;solo-pernottamento;1364354;2199230224;8557;996;9;14;33.05;camera-con-bagno;1;43.48;;STANN43;Terrazza o giardino solarium;;;;;;;;;;
BASELGA DI PINE';TRENTO;2-stelle;ALBERGO SAN GIORGIO;VIA BERNARDI, 1;MONTAGNAGA;38040;0461-557756;0461-557756;info@albergosangiorgio.it;;A.P.T. DELL'ALTOPIANO DI PINE' E VALLE DI CEMBRA;albergo;pensione-completa;1327265;2382700223;8562;882;12;23;22.50;camera-senza-bagno;;;16.00;STANN43;Terrazza o giardino solarium;;;;;;;;;;
BASELGA DI PINE';TRENTO;2-stelle;SERRAIA;VIALE DELLA SERRAIA, 3;SERRAIA;38042;0461-557027;0461-557415;albergo.serraia@tin.it;;A.P.T. DELL'ALTOPIANO DI PINE' E VALLE DI CEMBRA;albergo;pensione-completa;1167189;62358022;50000188;975;24;43;25.00;camera-senza-bagno;1;35.00;18.00;STANN43;Terrazza o giardino solarium;;;;;;;;;;
BASELGA DI PINE';TRENTO;3-stelle;2 CAMINI;VIA DEL 26 MAGGIO, 65;MIOLA;38042;0461-557200;0461-558833;info@locanda2camini.it;www.locanda2camini.it;A.P.T. DELL'ALTOPIANO DI PINE' E VALLE DI CEMBRA;albergo;pensione-completa;1322048;1385010226;8557;996;10;21;30.00;camera-con-bagno;2;110.00;30.00;STANN28;Parcheggio (assicurato per almeno il 50% delle unit� abitativa);;;;;;;;;;
BASELGA DI PINE';TRENTO;3-stelle;ALBERGO LA TERRAZZA SUL LAGO - RISTORANTE DEL LAGO;VIA DEI DUE LAGHI, 32;RIZZOLAGA;38042;0461-557014;;ghimpen@gmail.com;;A.P.T. DELL'ALTOPIANO DI PINE' E VALLE DI CEMBRA;albergo;pensione-completa;1267542;2442330227;8570;1025;18;46;55.00;bicamera-con-bagno;;;35.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
BASELGA DI PINE';TRENTO;3-stelle;EDERA;TRESSILLA, 19;TRESSILLA;38042;0461-557221;0461-558977;info@hotel-edera.it;www.albergoedera.net;A.P.T. DELL'ALTOPIANO DI PINE' E VALLE DI CEMBRA;albergo;pensione-completa;1199609;1385020225;8576;930;42;80;40.00;camera-con-bagno;1;70.00;40.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
BASELGA DI PINE';TRENTO;3-stelle;GARNI' BUCANEVE;VIA DEL 26 MAGGIO, 18;MIOLA;38042;0461-558905;0461-558905;info@garnibellezzaesalute.it;www.garnibellezzaesalute.it;A.P.T. DELL'ALTOPIANO DI PINE' E VALLE DI CEMBRA;garni;prima-colazione;269394035;1972370223;8557;996;13;24;;appartamento;;;;STANN07;Ascensore per tutti i piani;;;;;;;;;;
BASELGA DI PINE';TRENTO;3-stelle;HOTEL 2 PINI;VIA DEL 26 MAGGIO, 24;VIGO DI BASELGA;38042;0461-557030;;info@hotelduepini.net;www.hotelduepini.net;A.P.T. DELL'ALTOPIANO DI PINE' E VALLE DI CEMBRA;albergo;pensione-completa;1252343;153750229;50000186;967;20;44;30.00;camera-con-bagno;2;80.00;20.00;STANN14.piscina-scoperta;Piscina scoperta;;;;;;;;;;
BASELGA DI PINE';TRENTO;3-stelle;HOTEL KRONE;VIA CESARE BATTISTI, 109;SERRAIA;38042;0461-553160;0461-553160;SNCNARDIN@GMAIL.COM;www.hotelkronepine.it;A.P.T. DELL'ALTOPIANO DI PINE' E VALLE DI CEMBRA;albergo;pensione-completa;1249282;1261960221;50000188;975;14;24;55.00;camera-con-bagno;1;91.00;30.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
BASELGA DI PINE';TRENTO;3-stelle;HOTEL SCOIATTOLO;VIA DEL BEDOLA'�, 12/14;BEDOLE;38042;0461-557739;0461-553140;info@scoiattolohotel.it;www.scoiattolohotel.it;A.P.T. DELL'ALTOPIANO DI PINE' E VALLE DI CEMBRA;albergo;pensione-completa;1232599;49360225;50000190;980;34;81;30.00;camera-con-bagno;2;100.00;25.00;STANN14.piscina-scoperta;Piscina scoperta;;;;;;;;;;
BASELGA DI PINE';TRENTO;3-stelle;ITALIA;VIA C.BATTISTI, 96-98;SERRAIA;38042;0461-557018;0461-553088;info@hotelitaliapine.it;www.hotelitaliapine.it;A.P.T. DELL'ALTOPIANO DI PINE' E VALLE DI CEMBRA;albergo;pensione-completa;1424931;1151010228;50000188;975;26;56;30.00;camera-con-bagno;2;110.00;20.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
BASELGA DI PINE';TRENTO;3-stelle;LAGORAI;VIA DEI CADUTI, 21;MIOLA;38042;0461-557044;0461-558777;lagoraihotelpine@gmail.com;www.lagoraihotel.it;A.P.T. DELL'ALTOPIANO DI PINE' E VALLE DI CEMBRA;albergo;pensione-completa;1360081;1386710220;8557;996;30;62;45.00;camera-con-bagno;1;70.00;25.00;STANN14.piscina-scoperta;Piscina scoperta;;;;;;;;;;
BASELGA DI PINE';TRENTO;3-stelle;MONTECHIARA;CAMPOLONGO, 120;CAMPOLONGO;38042;0461-557140;0461-557809;montechiara@montechiara.it;www.montechiara.it;A.P.T. DELL'ALTOPIANO DI PINE' E VALLE DI CEMBRA;rta;prima-colazione;1365923;2094740228;50000187;1047;11;25;25.00;appartamento;;;35.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
BASELGA DI PINE';TRENTO;3-stelle;OLIMPIC;VIA DEL CADRÒBOL, 24;MIOLA;38042;0461-558422;0461-558576;hotelolimpic@hotelolimpic.com;www.hotelolimpic.com;A.P.T. DELL'ALTOPIANO DI PINE' E VALLE DI CEMBRA;albergo;pensione-completa;1234669;1548920220;8557;996;41;72;30.00;camera-con-bagno;1;70.00;25.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
BASELGA DI PINE';TRENTO;3-stelle;VILLA ANITA;VIA DEL FÒSCH, 21;SERRAIA;38042;0461-557106;0461-558694;info@albergovillaanita.it;www.albergovillaanita.it;A.P.T. DELL'ALTOPIANO DI PINE' E VALLE DI CEMBRA;albergo;pensione-completa;1164097;1591040223;50000188;975;23;44;40.00;camera-con-bagno;1;55.00;18.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
BASELGA DI PINE';TRENTO;3-stelle;VILLA LORY;VIA DEL CADRÒBOL, 30;MIOLA;38042;0461-557211;0461-557211;info@garnivillalory.it;www.garnivillalory.it;A.P.T. DELL'ALTOPIANO DI PINE' E VALLE DI CEMBRA;albergo;pensione-completa;1237291;1943210227;8557;996;13;21;30.00;camera-con-bagno;1;50.00;;STANN14.piscina-scoperta;Piscina scoperta;;;;;;;;;;
BASELGA DI PINE';TRENTO;3-stelle-s;HOTEL BELVEDERE WELLNESS & FAMILY;VIA DOMENICA TARGA, 45;MONTAGNAGA;38042;0461-557750;0461-557750;info@familyhotelbelvedere.it;www.familyhotelbelvedere.it;A.P.T. DELL'ALTOPIANO DI PINE' E VALLE DI CEMBRA;albergo;pensione-completa;1147963;1422900223;8562;882;41;100;15.00;jr-suite;;;20.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
BASELGA DI PINE';TRENTO;4-stelle;ROMANTIC HOTEL POSTA 1899 - RISTORANTE CA' DEI BOCI;VIA TARGA, 1;MONTAGNAGA;38040;0461-558322;0461-558952;info@postahotel1899.it;www.postahotel1899.it;A.P.T. DELL'ALTOPIANO DI PINE' E VALLE DI CEMBRA;albergo;pensione-completa;1260070;1042350221;8562;882;33;62;59.00;suite;;;30.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
BASELGA DI PINE';TRENTO;nessuna-stella;VILLA BETTY;FRAZ. TRESSILLA, 32;TRESSILLA;38042;0461-557132;;;;A.P.T. DELL'ALTOPIANO DI PINE' E VALLE DI CEMBRA;albergo;pensione-completa;1422752;1835250224;8576;930;20;48;30.00;camera-con-bagno;2;76.00;10.00;STANN28;Parcheggio (assicurato per almeno il 50% delle unit� abitativa);;;;;;;;;;
BASELGA DI PINE';TRENTO;nessuna-stella;VILLA PINE';VIA DELLE SCUOLE, 9;;38042;;;;;A.P.T. DELL'ALTOPIANO DI PINE' E VALLE DI CEMBRA;albergo;pensione-completa;1257678;;327;964;13;25;30.00;camera-con-bagno;1;35.00;10.00;STANN28;Parcheggio (assicurato per almeno il 50% delle unit� abitativa);;;;;;;;;;
BEDOLLO;TRENTO;3-stelle;ALBERGO MONTE CROCE;PIAZZA ROSMINI, 8;BRUSAGO;38040;0461-556603;0461-556062;hotelmontecroce@libero.it;www.hotelmontecroce.it;A.P.T. DELL'ALTOPIANO DI PINE' E VALLE DI CEMBRA;albergo;pensione-completa;1251172;1424000220;8591;1104;34;68;45.00;bicamera-con-bagno;;;25.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
BEDOLLO;TRENTO;3-stelle;MIRAMONTI;VIA CAVOUR, 20;LAGO PIAZZE;38043;0461-556626;0461-556626;info@miramontipine.it;www.miramontipine.it;A.P.T. DELL'ALTOPIANO DI PINE' E VALLE DI CEMBRA;albergo;pensione-completa;1239847;455070227;50000199;1021;31;62;20.00;camera-con-bagno;1;50.00;20.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
BEDOLLO;TRENTO;3-stelle;PINETA;VIA CAVOUR, 17;LAGO PIAZZE;38043;0461-556642;0461-556058;info@infopineta.it;www.infopineta.it;A.P.T. DELL'ALTOPIANO DI PINE' E VALLE DI CEMBRA;albergo;pensione-completa;1165042;1150640223;50000199;1021;32;68;30.00;jr-suite;;;24.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
BEDOLLO;TRENTO;4-stelle;BIO HOTEL BRUSAGO E RISTORANTE L'OSTERIA DE TONI;PIAZZA ROSMINI, 2;BRUSAGO;38040;0461-556646;0461-555298;info@hotelbrusago.net;www.hotelbrusago.net;A.P.T. DELL'ALTOPIANO DI PINE' E VALLE DI CEMBRA;albergo;pensione-completa;1456734;869880228;8591;1104;30;60;101.70;jr-suite;2;226.00;35.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
BIENO;TRENTO;2-stelle;CARRARO;VIA AMM. GIOVANNI BETTOLO, 8;;38050;0461-596309;0461-596309;info@albergocarraro.it;www.albergocarraro.it;A.P.T. VALSUGANA - TESINO;albergo;pensione-completa;1134203;1697450227;332;820;15;25;20.00;camera-con-bagno;1;45.00;15.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
BLEGGIO SUPERIORE;TRENTO;2-stelle;MIRAVALLE;FRAZ. BALBIDO, 2;BALBIDO;38071;0465-779803;0465-777061;miravalle.vernazza@hotmail.it;;A.P.T. TERME DI COMANO, DOLOMITI DI BRENTA;albergo;pensione-completa;1510340;2269240228;8652;773;10;18;30.00;camera-senza-bagno;1;30.00;20.00;STANN43;Terrazza o giardino solarium;;;;;;;;;;
BLEGGIO SUPERIORE;TRENTO;nessuna-stella;ALLA ROSA;VIA CENTRALE, 86;CAVRASTO;38071;0465-779829;0465-779829;m.salizzoni@wifi.e4a.it;barallarosa.altervista.org/FramesetHomeLT.htm;A.P.T. TERME DI COMANO, DOLOMITI DI BRENTA;albergo;pensione-completa;1506508;1013100225;8660;732;4;9;29.00;camera-senza-bagno;2;68.00;15.00;STANN43;Terrazza o giardino solarium;;;;;;;;;;
BOCENAGO;TRENTO;3-stelle;GARNI' COSTA VERDE;VIA DOTT. ANTONIO FERRAZZA - LOCALITA' COSTA;;38080;0465-804948;0465-090047;garnicostaverdebocenago@gmail.com;www.garnicostaverde.it;A.P.T. MADONNA DI CAMPIGLIO-PINZOLO- VAL RENDENA;garni;prima-colazione;1394944;1850410224;335;750;15;30;50.00;jr-suite;2;120.00;;STANN07;Ascensore per tutti i piani;;;;;;;;;;
BONDONE;TRENTO;2-stelle;ALPINA;VIA G.GIUSTI, 28;;38080;0465-689331;0465-689331;info@albergoalpinabondone.it;www.albergoalpinabondone.it;CONSORZIO TURISTICO GIUDICARIE E CHIESE;albergo;pensione-completa;1356586;164540221;338;720;10;19;35.00;camera-senza-bagno;1;59.00;25.00;STANN45;TV in tutte le camere;;;;;;;;;;
BORGO VALSUGANA;TRENTO;2-stelle;GARNI' SELLA;LOCALITA' DOSSO DI SELLA;SELLA;38051;0461-761094;0461-761094;info@garnisellacipriani.it;www.garnisellacipriani.it;A.P.T. VALSUGANA - TESINO;garni;prima-colazione;292043266;2188300228;8695;866;7;19;;appartamento;2;0.00;;STANN07;Ascensore per tutti i piani;;;;;;;;;;
BRENTONICO;TRENTO;1-stella;MIRAMONTI;VIA MAZZINI, 97;CROSANO;38060;0464-395112;0464-395112;miramonti.brentonico@katamail.com;;A.P.T. DI ROVERETO E VALLAGARINA;albergo;pensione-completa;1506244;2037050222;8716;575;9;17;20.00;camera-senza-bagno;1;25.00;20.00;STANN43;Terrazza o giardino solarium;;;;;;;;;;
BRENTONICO;TRENTO;2-stelle;HOTEL DOLOMITI;VIA LUCCIOLE, 2;POLSA;38060;0464-867045;0464-867074;dolomiti@azzurroclub.it;www.hoteldolomitiski.it;A.P.T. DI ROVERETO E VALLAGARINA;albergo;pensione-completa;1500757;2761580600;8721;1200;49;94;60.00;bicamera-con-bagno;;;80.00;STANN14.palestra;Palestra;;;;;;;;;;
BRENTONICO;TRENTO;2-stelle;ZENI;VIA ROMA, 16;;38060;0464-395125;0464-395125;albergozeni@tin.it;www.hotelzeni.it;A.P.T. DI ROVERETO E VALLAGARINA;albergo;pensione-completa;1211070;157510223;342;692;29;63;33.00;bicamera-con-bagno;;;25.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
BRENTONICO;TRENTO;3-stelle;ALBERGO GRAZIANI;LOCALITA' CANALETTE;CANALETTE;38060;0464-867005;0464-867005;albergorifugiograziani@gmail.com;www.albergorifugiograziani.it;A.P.T. DI ROVERETO E VALLAGARINA;albergo;pensione-completa;1253849;2333760227;50000072;1750;9;14;40.00;camera-con-bagno;1;49.00;19.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
BRENTONICO;TRENTO;3-stelle;BUCANEVE;FRAZIONE SAN VALENTINO;SAN VALENTINO;38060;0464-391557;1784414402;info@hotel-bucaneve.com;www.hotel-bucaneve.com;A.P.T. DI ROVERETO E VALLAGARINA;albergo;pensione-completa;1375337;2184160220;8732;1329;65;141;30.00;camera-con-bagno;1;47.00;20.00;STANN14.piscina-scoperta;Piscina scoperta;;;;;;;;;;
BRENTONICO;TRENTO;3-stelle;HOTEL POLSA;LOCALITA' POLSA;POLSA;38060;0464-867044;0464-867073;polsa@azzurroclub.it;www.hotelpolsa.it;A.P.T. DI ROVERETO E VALLAGARINA;albergo;pensione-completa;1510923;2761580600;8721;1200;35;74;50.00;bicamera-con-bagno;;;80.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
BRENTONICO;TRENTO;3-stelle;LA BETULLA;VIA MONTE BALDO, 35;POLSA;38060;0464-867170;0464-867170;ricevimento@labetullahotel.com;www.labetullahotel.com;A.P.T. DI ROVERETO E VALLAGARINA;albergo;pensione-completa;1349327;1327890222;8721;1200;51;115;68.00;bicamera-con-bagno;;;18.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
BRENTONICO;TRENTO;3-stelle;NENI;VIA GARIBALDI, 4;;38060;0464-395135;0464-392577;info@hotelneni.it;www.hotelneni.it;A.P.T. DI ROVERETO E VALLAGARINA;albergo;pensione-completa;1141608;1772650220;342;692;31;49;30.00;camera-con-bagno;1;70.00;25.00;STANN14.piscina-scoperta;Piscina scoperta;;;;;;;;;;
BRENTONICO;TRENTO;3-stelle;R.T.A. BELLAVISTA;VIA MONTE VIGNOLA, 9;POLSA;38060;0464-867177;0464-867177;bellavista@iniziativeturistiche.eu;www.hotelresidencebellavista.eu;A.P.T. DI ROVERETO E VALLAGARINA;rta;pensione-completa;1512006;1056040221;8721;1200;19;63;60.00;appartamento;2;120.00;30.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
BRENTONICO;TRENTO;3-stelle;SAN GIACOMO;STRADA BARONI SALVOTTI, 8;S.GIACOMO DI BRENTONICO;38060;0464-391560;0464-391633;info@hotelsgiacomo.it;www.hotelsgiacomo.it;A.P.T. DI ROVERETO E VALLAGARINA;albergo;pensione-completa;1230487;434210225;50000070;1196;34;59;80.00;bicamera-con-bagno;;;45.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
BRENTONICO;TRENTO;3-stelle;SOLE DEL BALDO;VIA PIZZAGROLLA, 1;SAN VALENTINO;38060;0464-391808;0464-391808;info@haurora.com;www.soledelbaldohotel.com;A.P.T. DI ROVERETO E VALLAGARINA;albergo;pensione-completa;125229724;3313160230;8732;1329;24;58;30.00;camera-con-bagno;2;100.00;20.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
BRESIMO;TRENTO;3-stelle-s;HOTEL TERME DI BRESIMO;LOCALITA' BAGNI;;38020;0463-539050;0463-539056;info@hoteltermebresimo.it;www.hoteltermebresimo.it;A.P.T. VALLE DI NON;albergo;pensione-completa;1166552;3370550984;343;1036;29;41;54.33;camera-con-bagno;1;60.33;18.08;STANN07;Ascensore per tutti i piani;;;;;;;;;;
BREZ;TRENTO;2-stelle;ALPINO;PIAZZA MUNICIPIO, 23;;38021;0463-874396;0463-873528;info@locandalpina.it;www.locandalpina.it;A.P.T. VALLE DI NON;albergo;pensione-completa;1316823;1223830223;344;792;13;25;40.00;camera-con-bagno;1;50.00;50.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
CADERZONE;TRENTO;3-stelle;HOTEL REGINA ELENA;VIA REGINA ELENA, 35;;38080;0465-804722;0465-520890;hotel@reginaelena.com;www.reginaelena.com;A.P.T. MADONNA DI CAMPIGLIO-PINZOLO- VAL RENDENA;albergo;pensione-completa;1229819;1020090229;346;723;28;48;60.00;camera-con-bagno;1;80.00;50.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
CADERZONE;TRENTO;3-stelle;RIO;VIA DIAZ, 34;;38080;0465804288;0465806249;info@hotel-rio.it;www.hotel-rio.it;A.P.T. MADONNA DI CAMPIGLIO-PINZOLO- VAL RENDENA;albergo;pensione-completa;1225495;403450224;346;723;47;93;50.00;camera-con-bagno;1;65.00;35.00;STANN07;Ascensore per tutti i piani;;;;;;;;;;
